"","True_LR","Pair.Name","Ligand","Ligand.Name","Receptor","Receptor.Name","complex_pair","source","target","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","sources","references","curation_effort","n_references","n_resources","annotation_strategy"
"3162",TRUE,"Bmp2_Bmpr2","Bmp2","bone morphogenetic protein 2","Bmpr2","bone morphogenetic protein receptor type 2","BMP2_BMPR1A_BMPR2","P12643","COMPLEX:P36894_Q13873",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:10692589;Cellinker:10881198;Cellinker:11263668;Cellinker:12700180;Cellinker:15064755;Cellinker:26893264;Cellinker:27252362;Cellinker:31619522;ICELLNET:18436533",11,10,4,"both"
"3163",TRUE,"Bmp2_Bmpr1b","Bmp2","bone morphogenetic protein 2","Bmpr1b","bone morphogenetic protein receptor type 1B","BMP2_ACVR2A_BMPR1B","P12643","COMPLEX:O00238_P27037",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:27252362;ICELLNET:18436533",5,4,4,"both"
"3164",TRUE,"Bmp4_Acvr2a","Bmp4","bone morphogenetic protein 4","Acvr2a","activin A receptor type 2A","BMP4_ACVR2A_BMPR1A","P12644","COMPLEX:P27037_P36894",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:18436533",3,3,3,"both"
"3165",TRUE,"Bmp4_Bmpr1a","Bmp4","bone morphogenetic protein 4","Bmpr1a","bone morphogenetic protein receptor type 1A","BMP4_ACVR2A_BMPR1A","P12644","COMPLEX:P27037_P36894",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:18436533",3,3,3,"both"
"3166",TRUE,"Bmp4_Acvr2b","Bmp4","bone morphogenetic protein 4","Acvr2b","activin A receptor type 2B","BMP4_ACVR2B_BMPR1A","P12644","COMPLEX:P36894_Q13705",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:18436533",3,3,3,"both"
"3167",TRUE,"Bmp4_Bmpr2","Bmp4","bone morphogenetic protein 4","Bmpr2","bone morphogenetic protein receptor type 2","BMP4_BMPR1A_BMPR2","P12644","COMPLEX:P36894_Q13873",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:11241215;Cellinker:26893264;Cellinker:27252362;Cellinker:7644468;Cellinker:8006002;Cellinker:8702914;ICELLNET:18436533",9,8,4,"both"
"3168",TRUE,"Bmp4_Bmpr1b","Bmp4","bone morphogenetic protein 4","Bmpr1b","bone morphogenetic protein receptor type 1B","BMP4_ACVR2A_BMPR1B","P12644","COMPLEX:O00238_P27037",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:27252362;ICELLNET:18436533",5,4,4,"both"
"3169",TRUE,"Bmp5_Acvr1","Bmp5","bone morphogenetic protein 5","Acvr1","activin A receptor type 1","BMP5_ACVR1_ACVR2A","P22003","COMPLEX:P27037_Q04771",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3170",TRUE,"Bmp5_Acvr2a","Bmp5","bone morphogenetic protein 5","Acvr2a","activin A receptor type 2A","BMP5_ACVR1_ACVR2A","P22003","COMPLEX:P27037_Q04771",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3171",TRUE,"Bmp5_Acvr2b","Bmp5","bone morphogenetic protein 5","Acvr2b","activin A receptor type 2B","BMP5_ACVR1_ACVR2B","P22003","COMPLEX:Q04771_Q13705",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3172",TRUE,"Bmp5_Bmpr2","Bmp5","bone morphogenetic protein 5","Bmpr2","bone morphogenetic protein receptor type 2","BMP5_ACVR1_BMPR2","P22003","COMPLEX:Q04771_Q13873",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:27252362;ICELLNET:27481709",5,4,4,"both"
"3173",TRUE,"Bmp5_Bmpr1a","Bmp5","bone morphogenetic protein 5","Bmpr1a","bone morphogenetic protein receptor type 1A","BMP5_ACVR2A_BMPR1A","P22003","COMPLEX:P27037_P36894",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3174",TRUE,"Bmp5_Bmpr1b","Bmp5","bone morphogenetic protein 5","Bmpr1b","bone morphogenetic protein receptor type 1B","BMP5_ACVR2A_BMPR1B","P22003","COMPLEX:O00238_P27037",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:27252362;ICELLNET:27481709",5,4,4,"both"
"3175",TRUE,"Bmp6_Acvr1","Bmp6","bone morphogenetic protein 6","Acvr1","activin A receptor type 1","BMP6_ACVR1_ACVR2A","P22004","COMPLEX:P27037_Q04771",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3176",TRUE,"Bmp6_Acvr2a","Bmp6","bone morphogenetic protein 6","Acvr2a","activin A receptor type 2A","BMP6_ACVR1_ACVR2A","P22004","COMPLEX:P27037_Q04771",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3177",TRUE,"Bmp6_Acvr2b","Bmp6","bone morphogenetic protein 6","Acvr2b","activin A receptor type 2B","BMP6_ACVR1_ACVR2B","P22004","COMPLEX:Q04771_Q13705",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3178",TRUE,"Bmp6_Bmpr2","Bmp6","bone morphogenetic protein 6","Bmpr2","bone morphogenetic protein receptor type 2","BMP6_ACVR1_BMPR2","P22004","COMPLEX:Q04771_Q13873",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:12297674;Cellinker:26893264;Cellinker:27252362;ICELLNET:27481709",6,5,4,"both"
"3179",TRUE,"Bmp6_Bmpr1a","Bmp6","bone morphogenetic protein 6","Bmpr1a","bone morphogenetic protein receptor type 1A","BMP6_ACVR2A_BMPR1A","P22004","COMPLEX:P27037_P36894",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3180",TRUE,"Bmp6_Bmpr1b","Bmp6","bone morphogenetic protein 6","Bmpr1b","bone morphogenetic protein receptor type 1B","BMP6_ACVR2A_BMPR1B","P22004","COMPLEX:O00238_P27037",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:10504300;Cellinker:26047946;Cellinker:26893264;Cellinker:27252362;ICELLNET:27481709",7,6,4,"both"
"3181",TRUE,"Bmp7_Acvr2a","Bmp7","bone morphogenetic protein 7","Acvr2a","activin A receptor type 2A","BMP7_ACVR1_ACVR2A","P18075","COMPLEX:P27037_Q04771",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3182",TRUE,"Bmp7_Acvr2b","Bmp7","bone morphogenetic protein 7","Acvr2b","activin A receptor type 2B","BMP7_ACVR1_ACVR2B","P18075","COMPLEX:Q04771_Q13705",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3183",TRUE,"Bmp7_Bmpr1a","Bmp7","bone morphogenetic protein 7","Bmpr1a","bone morphogenetic protein receptor type 1A","BMP7_ACVR2A_BMPR1A","P18075","COMPLEX:P27037_P36894",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3184",TRUE,"Bmp7_Bmpr1b","Bmp7","bone morphogenetic protein 7","Bmpr1b","bone morphogenetic protein receptor type 1B","BMP7_ACVR2A_BMPR1B","P18075","COMPLEX:O00238_P27037",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:12667445;Cellinker:26047946;Cellinker:26893264;Cellinker:27252362;Cellinker:7790373;Cellinker:9748228;ICELLNET:27481709",9,8,4,"both"
"3185",TRUE,"Bmp8a_Acvr1","Bmp8a","bone morphogenetic protein 8a","Acvr1","activin A receptor type 1","BMP8A_ACVR1_ACVR2A","Q7Z5Y6","COMPLEX:P27037_Q04771",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3186",TRUE,"Bmp8a_Acvr2a","Bmp8a","bone morphogenetic protein 8a","Acvr2a","activin A receptor type 2A","BMP8A_ACVR1_ACVR2A","Q7Z5Y6","COMPLEX:P27037_Q04771",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3187",TRUE,"Bmp8a_Acvr2b","Bmp8a","bone morphogenetic protein 8a","Acvr2b","activin A receptor type 2B","BMP8A_ACVR1_ACVR2B","Q7Z5Y6","COMPLEX:Q04771_Q13705",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3188",TRUE,"Bmp8a_Bmpr2","Bmp8a","bone morphogenetic protein 8a","Bmpr2","bone morphogenetic protein receptor type 2","BMP8A_ACVR1_BMPR2","Q7Z5Y6","COMPLEX:Q04771_Q13873",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;ICELLNET:27481709",4,3,4,"both"
"3189",TRUE,"Bmp8a_Bmpr1a","Bmp8a","bone morphogenetic protein 8a","Bmpr1a","bone morphogenetic protein receptor type 1A","BMP8A_ACVR2A_BMPR1A","Q7Z5Y6","COMPLEX:P27037_P36894",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3190",TRUE,"Bmp8a_Bmpr1b","Bmp8a","bone morphogenetic protein 8a","Bmpr1b","bone morphogenetic protein receptor type 1B","BMP8A_ACVR2A_BMPR1B","Q7Z5Y6","COMPLEX:O00238_P27037",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:28465413;ICELLNET:27481709",5,4,4,"both"
"3197",TRUE,"Calca_Calcrl","Calca","calcitonin related polypeptide alpha","Calcrl","calcitonin receptor like receptor","CALCA_CALCRL_RAMP1","P06881","COMPLEX:O60894_Q16602",1,0,0,0,0,0,"ICELLNET","ICELLNET:9620797",1,1,1,"both"
"3198",TRUE,"Calca_Ramp1","Calca","calcitonin related polypeptide alpha","Ramp1","receptor activity modifying protein 1","CALCA_CALCRL_RAMP1","P06881","COMPLEX:O60894_Q16602",1,0,0,0,0,0,"ICELLNET","ICELLNET:9620797",1,1,1,"both"
"3199",TRUE,"Calca_Ramp2","Calca","calcitonin related polypeptide alpha","Ramp2","receptor activity modifying protein 2","CALCA_CALCRL_RAMP2","P06881","COMPLEX:O60895_Q16602",1,0,0,0,0,0,"ICELLNET","ICELLNET:9620797",1,1,1,"both"
"3200",TRUE,"Calca_Ramp3","Calca","calcitonin related polypeptide alpha","Ramp3","receptor activity modifying protein 3","CALCA_CALCRL_RAMP3","P06881","COMPLEX:O60896_Q16602",1,0,0,0,0,0,"ICELLNET","ICELLNET:9620797",1,1,1,"both"
"3201",TRUE,"Clcf1_Crlf1","Clcf1","cardiotrophin like cytokine factor 1","Crlf1","cytokine receptor like factor 1","CLCF1_CRLF1_CNTFR_IL6ST","COMPLEX:O75462_Q9UBD9","COMPLEX:P26992_P40189",1,0,0,0,0,0,"ICELLNET","ICELLNET:7852997",1,1,1,"both"
"3202",TRUE,"Clcf1_Cntfr","Clcf1","cardiotrophin like cytokine factor 1","Cntfr","ciliary neurotrophic factor receptor","CLCF1_CRLF1_CNTFR_IL6ST","COMPLEX:O75462_Q9UBD9","COMPLEX:P26992_P40189",1,0,0,0,0,0,"ICELLNET","ICELLNET:7852997",1,1,1,"both"
"3203",TRUE,"Clcf1_Il6st","Clcf1","cardiotrophin like cytokine factor 1","Il6st","interleukin 6 cytokine family signal transducer","CLCF1_CRLF1_CNTFR_IL6ST","COMPLEX:O75462_Q9UBD9","COMPLEX:P26992_P40189",1,0,0,0,0,0,"ICELLNET","ICELLNET:7852997",1,1,1,"both"
"3204",TRUE,"Cntf_Il6st","Cntf","ciliary neurotrophic factor","Il6st","interleukin 6 cytokine family signal transducer","CNTF_IL6ST_LIFR","P26441","COMPLEX:P40189_P42702",1,0,0,0,0,0,"ICELLNET","ICELLNET:9143707",1,1,1,"both"
"3205",TRUE,"Cntf_Lifr","Cntf","ciliary neurotrophic factor","Lifr","LIF receptor subunit alpha","CNTF_IL6ST_LIFR","P26441","COMPLEX:P40189_P42702",1,0,0,0,0,0,"ICELLNET","ICELLNET:9143707",1,1,1,"both"
"3206",TRUE,"Cntf_Cntfr","Cntf","ciliary neurotrophic factor","Cntfr","ciliary neurotrophic factor receptor","CNTF_CNTFR_IL6ST","P26441","COMPLEX:P26992_P40189",1,0,0,0,0,0,"ICELLNET","ICELLNET:9143707",1,1,1,"both"
"3207",TRUE,"Ctf1_Il6st","Ctf1","cardiotrophin 1","Il6st","interleukin 6 cytokine family signal transducer","CTF1_IL6ST_LIFR","Q16619","COMPLEX:P40189_P42702",1,0,0,0,0,0,"CellChatDB;Cellinker;DLRP_Cellinker;ICELLNET","Cellinker:11834704;ICELLNET:9030543",2,2,3,"both"
"3208",TRUE,"Ctf1_Lifr","Ctf1","cardiotrophin 1","Lifr","LIF receptor subunit alpha","CTF1_IL6ST_LIFR","Q16619","COMPLEX:P40189_P42702",1,0,0,0,0,0,"CellChatDB;Cellinker;DLRP_Cellinker;ICELLNET","Cellinker:11834704;ICELLNET:9030543",2,2,3,"both"
"3209",TRUE,"Gdf1_Acvr1b","Gdf1","growth differentiation factor 1","Acvr1b","activin A receptor type 1B","GDF1_ACVR1B_ACVR2A","P27539","COMPLEX:P27037_P36896",1,0,0,0,0,0,"ICELLNET","ICELLNET:22710174;ICELLNET:27481709",2,2,1,"both"
"3210",TRUE,"Gdf1_Acvr2a","Gdf1","growth differentiation factor 1","Acvr2a","activin A receptor type 2A","GDF1_ACVR1B_ACVR2A","P27539","COMPLEX:P27037_P36896",1,0,0,0,0,0,"ICELLNET","ICELLNET:22710174;ICELLNET:27481709",2,2,1,"both"
"3211",TRUE,"Gdf1_Acvr2b","Gdf1","growth differentiation factor 1","Acvr2b","activin A receptor type 2B","GDF1_ACVR1B_ACVR2B","P27539","COMPLEX:P36896_Q13705",1,0,0,0,0,0,"CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellPhoneDB:22710174;Cellinker:17287255;ICELLNET:22710174;ICELLNET:27481709",4,3,3,"both"
"3212",TRUE,"Gdf1_Acvr1c","Gdf1","growth differentiation factor 1","Acvr1c","activin A receptor type 1C","GDF1_ACVR1C_ACVR2A","P27539","COMPLEX:P27037_Q8NER5",1,0,0,0,0,0,"Cellinker;ICELLNET","Cellinker:17287255;ICELLNET:22710174;ICELLNET:27481709",3,3,2,"both"
"3213",TRUE,"Gdf10_Acvr1b","Gdf10","growth differentiation factor 10","Acvr1b","activin A receptor type 1B","GDF10_ACVR1B_ACVR2B","P55107","COMPLEX:P36896_Q13705",1,0,0,0,0,0,"CellPhoneDB;ICELLNET","CellPhoneDB:22710174;ICELLNET:17878607;ICELLNET:31416681",3,3,2,"both"
"3214",TRUE,"Gdf10_Acvr2b","Gdf10","growth differentiation factor 10","Acvr2b","activin A receptor type 2B","GDF10_ACVR1B_ACVR2B","P55107","COMPLEX:P36896_Q13705",1,0,0,0,0,0,"CellPhoneDB;ICELLNET","CellPhoneDB:22710174;ICELLNET:17878607;ICELLNET:31416681",3,3,2,"both"
"3215",TRUE,"Gdf11_Acvr2a","Gdf11","growth differentiation factor 11","Acvr2a","activin A receptor type 2A","GDF11_ACVR2A_TGFBR1","O95390","COMPLEX:P27037_P36897",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET","CellPhoneDB:22710174;Cellinker:12414726;ICELLNET:12414726;ICELLNET:16845371",4,3,4,"both"
"3216",TRUE,"Gdf11_Acvr2b","Gdf11","growth differentiation factor 11","Acvr2b","activin A receptor type 2B","GDF11_ACVR2B_TGFBR1","O95390","COMPLEX:P36897_Q13705",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellPhoneDB:22710174;Cellinker:16845371;ICELLNET:12414726;ICELLNET:16845371",4,3,4,"both"
"3217",TRUE,"Gdf11_Acvr1b","Gdf11","growth differentiation factor 11","Acvr1b","activin A receptor type 1B","GDF11_ACVR1B_ACVR2A","O95390","COMPLEX:P27037_P36896",1,0,0,0,0,0,"CellPhoneDB;ICELLNET","CellPhoneDB:22710174;ICELLNET:22710174;ICELLNET:27481709",3,2,2,"both"
"3218",TRUE,"Gdf2_Acvr2a","Gdf2","growth differentiation factor 2","Acvr2a","activin A receptor type 2A","GDF2_ACVR2A_ACVRL1","Q9UK05","COMPLEX:P27037_P37023",1,0,0,0,0,0,"CellChatDB;Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:26893264;Cellinker:17068149;Cellinker:26047946;Cellinker:26893264;Cellinker:27252362;Cellinker:30761306;ICELLNET:22710174;ICELLNET:27481709",8,7,3,"both"
"3219",TRUE,"Gdf2_Acvrl1","Gdf2","growth differentiation factor 2","Acvrl1","activin A receptor like type 1","GDF2_ACVR2A_ACVRL1","Q9UK05","COMPLEX:P27037_P37023",1,0,0,0,0,0,"CellChatDB;Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:26893264;Cellinker:17068149;Cellinker:26047946;Cellinker:26893264;Cellinker:27252362;Cellinker:30761306;ICELLNET:22710174;ICELLNET:27481709",8,7,3,"both"
"3220",TRUE,"Gdf2_Acvr2b","Gdf2","growth differentiation factor 2","Acvr2b","activin A receptor type 2B","GDF2_ACVR2B_ACVRL1","Q9UK05","COMPLEX:P37023_Q13705",1,0,0,0,0,0,"ICELLNET","ICELLNET:22710174;ICELLNET:27481709",2,2,1,"both"
"3221",TRUE,"Gdf2_Bmpr2","Gdf2","growth differentiation factor 2","Bmpr2","bone morphogenetic protein receptor type 2","GDF2_ACVRL1_BMPR2","Q9UK05","COMPLEX:P37023_Q13873",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:27252362;ICELLNET:22710174;ICELLNET:27481709",6,4,4,"both"
"3222",TRUE,"Gdf3_Acvr1b","Gdf3","growth differentiation factor 3","Acvr1b","activin A receptor type 1B","GDF3_ACVR1B_ACVR2A","Q9NR23","COMPLEX:P27037_P36896",1,0,0,0,0,0,"ICELLNET","ICELLNET:22710174;ICELLNET:27481709",2,2,1,"both"
"3223",TRUE,"Gdf3_Acvr2a","Gdf3","growth differentiation factor 3","Acvr2a","activin A receptor type 2A","GDF3_ACVR1B_ACVR2A","Q9NR23","COMPLEX:P27037_P36896",1,0,0,0,0,0,"ICELLNET","ICELLNET:22710174;ICELLNET:27481709",2,2,1,"both"
"3224",TRUE,"Gdf3_Acvr2b","Gdf3","growth differentiation factor 3","Acvr2b","activin A receptor type 2B","GDF3_ACVR1B_ACVR2B","Q9NR23","COMPLEX:P36896_Q13705",1,0,0,0,0,0,"CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellPhoneDB:22710174;Cellinker:17287255;ICELLNET:22710174;ICELLNET:27481709",4,3,3,"both"
"3225",TRUE,"Gdf3_Acvr1c","Gdf3","growth differentiation factor 3","Acvr1c","activin A receptor type 1C","GDF3_ACVR1C_ACVR2A","Q9NR23","COMPLEX:P27037_Q8NER5",1,0,0,0,0,0,"Cellinker;ICELLNET","Cellinker:17287255;ICELLNET:22710174;ICELLNET:27481709",3,3,2,"both"
"3226",TRUE,"Gdf5_Acvr2a","Gdf5","growth differentiation factor 5","Acvr2a","activin A receptor type 2A","GDF5_ACVR2A_BMPR1B","P43026","COMPLEX:O00238_P27037",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:27252362;Cellinker:8702914;ICELLNET:27481709",6,5,4,"both"
"3227",TRUE,"Gdf5_Bmpr1b","Gdf5","growth differentiation factor 5","Bmpr1b","bone morphogenetic protein receptor type 1B","GDF5_ACVR2A_BMPR1B","P43026","COMPLEX:O00238_P27037",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:27252362;Cellinker:8702914;ICELLNET:27481709",6,5,4,"both"
"3228",TRUE,"Gdf5_Acvr2b","Gdf5","growth differentiation factor 5","Acvr2b","activin A receptor type 2B","GDF5_ACVR2B_BMPR1B","P43026","COMPLEX:O00238_Q13705",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:27252362;Cellinker:8702914;ICELLNET:27481709",6,5,4,"both"
"3229",TRUE,"Gdf5_Bmpr2","Gdf5","growth differentiation factor 5","Bmpr2","bone morphogenetic protein receptor type 2","GDF5_BMPR1B_BMPR2","P43026","COMPLEX:O00238_Q13873",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:11282024;Cellinker:15569154;Cellinker:26893264;Cellinker:27252362;Cellinker:8702914;Cellinker:9525338;ICELLNET:27481709",9,8,4,"both"
"3230",TRUE,"Gdf5_Bmpr1a","Gdf5","growth differentiation factor 5","Bmpr1a","bone morphogenetic protein receptor type 1A","GDF5_ACVR2A_BMPR1A","P43026","COMPLEX:P27037_P36894",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:22710174;ICELLNET:27481709",4,3,4,"both"
"3231",TRUE,"Gdf6_Bmpr1b","Gdf6","growth differentiation factor 6","Bmpr1b","bone morphogenetic protein receptor type 1B","GDF6_ACVR2A_BMPR1B","Q6KF10","COMPLEX:O00238_P27037",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:27252362;ICELLNET:27481709",5,4,4,"both"
"3232",TRUE,"Gdf6_Bmpr2","Gdf6","growth differentiation factor 6","Bmpr2","bone morphogenetic protein receptor type 2","GDF6_BMPR1B_BMPR2","Q6KF10","COMPLEX:O00238_Q13873",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:16049014;Cellinker:26893264;Cellinker:27252362;Cellinker:9525338;ICELLNET:27481709",7,6,4,"both"
"3233",TRUE,"Gdf6_Bmpr1a","Gdf6","growth differentiation factor 6","Bmpr1a","bone morphogenetic protein receptor type 1A","GDF6_ACVR2A_BMPR1A","Q6KF10","COMPLEX:P27037_P36894",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"3234",TRUE,"Gdf7_Acvr2a","Gdf7","growth differentiation factor 7","Acvr2a","activin A receptor type 2A","GDF7_ACVR2A_BMPR1B","Q7Z4P5","COMPLEX:O00238_P27037",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:16049014;Cellinker:26893264;Cellinker:27252362;ICELLNET:27481709",6,5,4,"both"
"3235",TRUE,"Gdf7_Bmpr1b","Gdf7","growth differentiation factor 7","Bmpr1b","bone morphogenetic protein receptor type 1B","GDF7_ACVR2A_BMPR1B","Q7Z4P5","COMPLEX:O00238_P27037",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:16049014;Cellinker:26893264;Cellinker:27252362;ICELLNET:27481709",6,5,4,"both"
"3236",TRUE,"Gdf7_Acvr2b","Gdf7","growth differentiation factor 7","Acvr2b","activin A receptor type 2B","GDF7_ACVR2B_BMPR1B","Q7Z4P5","COMPLEX:O00238_Q13705",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:27252362;ICELLNET:27481709",5,4,4,"both"
